SalesID,SalePrice
1223958,41002.22434422905
1223980,22645.626725993425
1223990,9956.228827284722
1223991,22645.626725993425
1223995,71689.29288656851
1223996,37309.99749471064
1223997,40643.29736962417
1224003,19312.32685107988
1224004,41754.39732792869
1224006,56158.04307997752
1224024,12178.428743893746
1224045,32865.59766149259
1224046,35087.797578101614
1224047,63935.742788109106
1224072,11067.328785589227
1224083,43224.424260838074
1224084,43224.424260838074
1224085,43224.424260838074
1224092,35446.72455270649
1224110,13289.528702198251
1224122,43579.90297532748
1224129,42113.32430253356
1224131,43224.424260838074
1224132,43224.424260838074
1224140,33930.25625565101
1224152,21474.898043598936
1224156,24867.82664260245
1224159,48273.54431297054
1224162,23756.72668429793
1224166,42113.32430253356
1224167,47404.65081727227
1224225,75022.59276148204
1224233,31754.497703188074
1224234,32865.59766149259
1224235,32865.59766149259
1224236,39584.38833009934
1224237,40695.48828840385
1224238,32865.59766149259
1224250,16031.217894946021
1224258,47362.088038230926
1224262,62824.642829804594
1224264,62824.642829804594
1224267,72800.39284487301
1224268,50695.38791314446
1224269,48160.27206108737
1224270,41002.22434422905
1224283,49584.28795483995
1224287,48473.18799653544
1224288,44335.524219142586
1224300,40643.29736962417
1224330,38473.28837179483
1224332,63935.742788109106
1224348,56111.60171583142
1224349,40695.48828840385
1224355,45744.60834053632
1224356,50189.008173754366
1224357,65651.56296532803
1224359,31631.194548075036
1224360,73405.11306378743
1224361,61713.542871500074
1224362,66133.79309504594
1224363,71689.29288656851
1224367,57269.143038282025
1224371,47162.444354666026
1224385,50189.008173754366
1224388,33853.39446468406
1224389,75627.31298039647
1224390,75627.31298039647
1224391,36075.59438129309
1224392,39876.1926135657
1224397,76738.41293870097
1224398,38297.79429790212
1224400,76738.41293870097
1224401,62318.2630904145
1224408,48273.54431297054
1224409,33853.39446468406
1224410,47162.444354666026
1224413,76738.41293870097
1224420,76738.41293870097
1224421,64540.46300702352
1224422,42718.04452144798
1224432,74516.21302209195
1224455,60096.06317380547
1224456,63429.36304871901
1224457,64540.46300702352
1224459,37186.6943395976
1224460,37186.6943395976
1224461,33853.39446468406
1224462,33853.39446468406
1224463,33853.39446468406
1224464,41806.588246708365
1224467,57269.143038282025
1224478,22697.817644773095
1224487,41806.588246708365
1224490,65046.84274641362
1224503,39891.12438592454
1224505,65046.84274641362
1224507,37668.92446931551
1224511,25470.97453763806
1224512,24359.874579333547
1224515,41002.22434422905
1224516,48473.18799653544
1224523,36557.824511011
1224526,26582.074495942572
1224527,62824.642829804594
1224536,28804.274412551596
1224538,41806.588246708365
1224541,34335.624594401976
1224558,24867.82664260245
1224559,44028.78816331739
1224561,70578.19292826399
1224565,8845.128868980202
1224587,13243.087338052166
1224588,13243.087338052166
1224589,13243.087338052166
1224590,13243.087338052166
1224591,4354.287671616068
1224595,76738.41293870097
1224668,16116.448837721706
1224710,71689.29288656851
1224711,32137.574287465133
1224727,68984.86284024158
1224728,67873.76288193706
1224729,46855.70829884084
1224730,65651.56296532803
1224735,39844.683021778445
1224752,28804.274412551596
1224764,12783.148962808162
1224766,29916.94669473491
1224767,45692.41742175665
1224768,44581.31746345213
1224769,51300.108132058886
1224793,19917.04706999431
1224810,29408.994631466012
1224811,29408.994631466012
1224815,39384.74464653444
1224820,34964.49442298857
1224826,56158.04307997752
1224829,48473.18799653544
1224830,40643.29736962417
1224839,27693.174454247084
1224871,9956.228827284722
1224872,9956.228827284722
1224873,9956.228827284722
1224875,49491.44333015045
1224876,62824.642829804594
1224878,32137.574287465133
1224884,66157.94270471812
1224885,45139.8881216219
1224886,26583.646819821384
1224888,10560.949046199137
1224889,15005.348879417186
1224892,9956.228827284722
1224899,40643.29736962417
1224900,45139.8881216219
1224901,67244.89305335046
1224902,69467.09296995949
1224903,49247.2224097197
1224904,55046.943121673
1224910,42865.49728623319
1224915,40695.48828840385
1224919,36198.89753640612
1224920,47025.02249311068
1224921,39532.19741131966
1224924,39584.38833009934
1224928,41002.22434422905
1224955,36075.59438129309
1224956,49077.90821544986
1224958,75627.31298039647
1224959,46051.344396361514
1224961,59851.842253374736
1224973,31586.617311209196
1224980,46250.988079926414
1224981,47025.02249311068
1224982,62824.642829804594
1224986,66133.79309504594
1224991,70578.19292826399
1224992,71689.29288656851
1224995,72800.39284487301
1224997,40643.29736962417
1225000,42865.49728623319
1225002,27142.217477991144
1225005,29915.37437085611
1225008,29408.994631466012
1225009,44633.50838223181
1225024,9449.849087894632
1225028,57269.143038282025
1225030,63935.742788109106
1225031,26075.694756552475
1225034,35470.87416237867
1225035,75022.59276148204
1225036,36581.97412068318
1225038,76133.69271978656
1225046,35087.797578101614
1225048,67244.89305335046
1225051,33976.697619797094
1225052,39584.38833009934
1225053,39584.38833009934
1225055,33808.81722781822
1225056,49584.28795483995
1225062,36581.97412068318
1225063,44581.31746345213
1225064,42865.49728623319
1225065,42865.49728623319
1225066,42865.49728623319
1225080,55046.943121673
1225082,39584.38833009934
1225083,36198.89753640612
1225084,41754.39732792869
1225085,73911.49280317753
1225086,75627.31298039647
1225088,55046.943121673
1225095,59491.34295489105
1225101,75627.31298039647
1225103,76738.41293870097
1225105,76738.41293870097
1225107,67873.76288193706
1225109,71689.29288656851
1225111,39532.19741131966
1225114,32865.59766149259
1225116,42917.68820501288
1225117,27142.217477991144
1225118,40643.29736962417
1225119,40643.29736962417
1225120,48473.18799653544
1225121,63935.742788109106
1225122,41754.39732792869
1225127,60602.44291319557
1225130,49077.90821544986
1225132,66157.94270471812
1225135,47362.088038230926
1225136,21534.526767688905
1225137,61713.542871500074
1225138,39532.19741131966
1225148,11067.328785589227
1225150,69467.09296995949
1225151,35087.797578101614
1225157,72800.39284487301
1225160,13289.528702198251
1225189,75378.07147597146
1225208,49584.28795483995
1225231,50695.38791314446
1225232,27693.174454247084
1225237,46250.988079926414
1225241,62824.642829804594
1225242,40695.48828840385
1225243,48473.18799653544
1225244,61713.542871500074
1225245,42865.49728623319
1225340,9956.228827284722
1225341,9956.228827284722
1225357,29364.41739460017
1225358,23756.72668429793
1225420,43177.982896691974
1225425,7687.587546529598
1225431,42113.32430253356
1225435,11067.328785589227
1225436,43224.424260838074
1225437,43224.424260838074
1225454,35802.2032671959
1225455,56513.52179446693
1225457,33808.81722781822
1225463,11067.328785589227
1225469,35446.72455270649
1225471,17090.126934470856
1225475,39532.19741131966
1225478,42113.32430253356
1225482,43224.424260838074
1225485,44940.244438057
1225486,61713.542871500074
1225487,61713.542871500074
1225492,40643.29736962417
1225503,11067.328785589227
1225504,41002.22434422905
1225516,15005.348879417186
1225526,6622.928952371178
1225544,44335.524219142586
1225563,43829.14447975249
1225566,39584.38833009934
1225586,37668.92446931551
1225605,47717.56675272033
1225608,57269.143038282025
1225612,17786.119454195985
1225622,42113.32430253356
1225724,59491.34295489105
1225730,48473.18799653544
1225732,35470.87416237867
1225733,73911.49280317753
1225734,73911.49280317753
1225737,73911.49280317753
1225739,35470.87416237867
1225749,63935.742788109106
1225773,55046.943121673
1225782,62824.642829804594
1225783,52411.20809036339
1225784,43224.424260838074
1225807,49939.76666932936
1225808,57624.62175277144
1225823,58380.242996586545
1225828,8845.128868980202
1225829,12178.428743893746
1225843,43930.15588039161
1225847,33976.697619797094
1225854,39584.38833009934
1225859,41754.39732792869
1225874,43829.14447975249
1225877,12178.428743893746
1225878,12178.428743893746
1225905,11067.328785589227
1225906,11067.328785589227
1225916,42113.32430253356
1225918,43224.424260838074
1225923,11067.328785589227
1225924,42162.06696119778
1225934,43224.424260838074
1225946,42113.32430253356
1225947,43224.424260838074
1225950,76738.41293870097
1225971,34289.183230255876
1225979,31631.194548075036
1226000,11067.328785589227
1226012,62824.642829804594
1226013,39532.19741131966
1226017,32137.574287465133
1226018,35470.87416237867
1226021,55913.82215954678
1226027,17090.126934470856
1226032,36152.456172260034
1226038,11067.328785589227
1226039,43224.424260838074
1226045,23762.476238931515
1226046,47025.02249311068
1226048,67244.89305335046
1226053,39135.50314210943
1226061,40246.60310041395
1226062,40246.60310041395
1226068,49077.90821544986
1226072,41357.703058718456
1226083,13289.528702198251
1226090,36557.824511011
1226091,17090.126934470856
1226095,57024.92211785129
1226096,57024.92211785129
1226098,57024.92211785129
1226099,57024.92211785129
1226100,57024.92211785129
1226101,57024.92211785129
1226105,45446.6241774471
1226107,45446.6241774471
1226110,17090.126934470856
1226138,12178.428743893746
1226152,12178.428743893746
1226154,22645.626725993425
1226155,23756.72668429793
1226159,34359.77420407416
1226160,43522.40842392729
1226167,11067.328785589227
1226171,13289.528702198251
1226184,23756.72668429793
1226191,31586.617311209196
1226194,25470.97453763806
1226201,72753.95148072693
1226246,39532.19741131966
1226267,24867.82664260245
1226272,46557.72413575161
1226286,39384.74464653444
1226292,73155.87155936242
1226332,24867.82664260245
1226342,56762.763298891936
1226344,69822.57168444889
1226350,40643.29736962417
1226369,12178.428743893746
1226370,24867.82664260245
1226371,13289.528702198251
1226373,73911.49280317753
1226376,15867.207333296697
1226377,24867.82664260245
1226404,57024.92211785129
1226405,57024.92211785129
1226406,57024.92211785129
1226407,57024.92211785129
1226408,57024.92211785129
1226410,57024.92211785129
1226414,45446.6241774471
1226415,35826.352876868084
1226421,23756.72668429793
1226424,27693.174454247084
1226427,40695.48828840385
1226433,61713.542871500074
1226436,39532.19741131966
1226437,37362.188413490316
1226439,38804.17403729221
1226440,68380.14262132715
1226441,16675.019495891465
1226442,8845.128868980202
1226453,45495.36683611131
1226455,40998.77608411359
1226458,57269.143038282025
1226459,57269.143038282025
1226466,57269.143038282025
1226468,55046.943121673
1226469,62824.642829804594
1226470,60602.44291319557
1226476,28556.6052320054
1226478,39532.19741131966
1226499,13289.528702198251
1226500,43829.14447975249
1226502,6622.928952371178
1226506,12178.428743893746
1226510,36198.89753640612
1226526,12178.428743893746
1226529,13289.528702198251
1226544,34313.33283992806
1226545,35424.43279823258
1226549,39532.19741131966
1226555,48779.924052360635
1226579,37309.99749471064
1226587,43579.90297532748
1226592,39532.19741131966
1226639,22139.246986603335
1226656,44633.50838223181
1226657,44633.50838223181
1226658,45744.60834053632
1226659,33853.39446468406
1226675,28804.274412551596
1226677,9956.228827284722
1226678,26582.074495942572
1226701,43224.424260838074
1226702,42113.32430253356
1226703,42113.32430253356
1226710,39844.683021778445
1226711,42066.88293838747
1226713,11067.328785589227
1226715,43224.424260838074
1226733,61713.542871500074
1226736,5938.473645515907
1226739,62824.642829804594
1226740,63935.742788109106
1226743,41754.39732792869
1226745,47362.088038230926
1226748,4400.729035762153
1226751,37309.99749471064
1226752,37309.99749471064
1226754,37049.27247804225
1226762,49584.28795483995
1226765,15511.728618807276
1226766,41002.22434422905
1226768,44335.524219142586
1226769,24867.82664260245
1226771,69467.09296995949
1226772,42865.49728623319
1226773,23756.72668429793
1226774,14400.62866050277
1226775,12178.428743893746
1226776,11067.328785589227
1226781,55046.943121673
1226794,14400.62866050277
1226797,67244.89305335046
1226800,68355.99301165497
1226805,11672.049004503657
1226811,42113.32430253356
1226818,26582.074495942572
1226819,25470.97453763806
1226820,32137.574287465133
1226822,36198.89753640612
1226824,65022.693136741436
1226830,47362.088038230926
1226833,27693.174454247084
1226835,27693.174454247084
1226837,27693.174454247084
1226846,61183.0135224378
1226847,43829.14447975249
1226851,33248.674245769645
1226854,27693.174454247084
1226858,28804.274412551596
1226859,25470.97453763806
1226860,8845.128868980202
1226866,25470.97453763806
1226873,44028.78816331739
1226874,40643.29736962417
1226883,17090.126934470856
1226884,40695.48828840385
1226895,13289.528702198251
1226901,13645.007416687673
1226902,44691.002933632
1226904,34164.29594230763
1226934,37309.99749471064
1226936,60602.44291319557
1226942,42109.876042418095
1226952,7687.587546529598
1226953,12178.428743893746
1226954,17786.119454195985
1226955,33248.674245769645
1226957,26582.074495942572
1226958,49584.28795483995
1226959,26582.074495942572
1226968,61713.542871500074
1227003,43224.424260838074
1227024,68355.99301165497
1227027,56158.04307997752
1227030,43224.424260838074
1227038,13289.528702198251
1227041,12178.428743893746
1227052,21534.526767688905
1227053,41754.39732792869
1227060,71689.29288656851
1227081,42113.32430253356
1227082,36198.89753640612
1227083,69467.09296995949
1227086,62824.642829804594
1227087,62824.642829804594
1227088,61713.542871500074
1227115,37309.99749471064
1227135,32865.59766149259
1227140,11067.328785589227
1227153,40643.29736962417
1227154,23756.72668429793
1227162,47362.088038230926
1227163,11067.328785589227
1227164,24867.82664260245
1227167,35826.352876868084
1227168,18556.705607264783
1227172,3289.6290774576482
1227187,16978.307291601202
1227193,33853.39446468406
1227225,66513.42141920755
1227226,56513.52179446693
1227227,59846.821669380464
1227228,60957.92162768498
1227241,67244.89305335046
1227243,4354.287671616068
1227245,15465.28725466119
1227246,8798.687504834117
1227247,11020.887421443142
1227272,13295.278256831836
1227280,31586.617311209196
1227297,60096.06317380547
1227301,48828.66671102485
1227306,42468.803017022976
1227307,42468.803017022976
1227312,39584.38833009934
1227321,75022.59276148204
1227336,40643.29736962417
1227337,61713.542871500074
1227355,21534.526767688905
1227356,41754.39732792869
1227359,45913.92253480617
1227362,61713.542871500074
1227365,39532.19741131966
1227366,39532.19741131966
1227367,40643.29736962417
1227369,50358.322368024215
1227370,24920.01756138212
1227371,18201.226892775376
1227380,24821.38527845635
1227381,38024.40318380493
1227386,36913.30322550041
1227398,57269.143038282025
1227416,32493.053001954544
1227422,44691.002933632
1227423,44691.002933632
1227428,45802.102891936505
1227450,23756.72668429793
1227453,43224.424260838074
1227454,42113.32430253356
1227455,43224.424260838074
1227456,11067.328785589227
1227457,54802.722201242264
1227459,6622.928952371178
1227463,20423.4268093844
1227468,53691.62224293775
1227472,72800.39284487301
1227490,41754.39732792869
1227499,43579.90297532748
1227514,11067.328785589227
1227515,64540.46300702352
1227526,46913.202850241025
1227527,46913.202850241025
1227530,34715.252918563565
1227539,42865.49728623319
1227550,60602.44291319557
1227553,29159.75312704101
1227560,44633.50838223181
1227566,47717.56675272033
1227567,13289.528702198251
1227597,36198.89753640612
1227598,68355.99301165497
1227601,72800.39284487301
1227602,71689.29288656851
1227603,63935.742788109106
1227606,39532.19741131966
1227613,39271.472394651275
1227614,38421.09745301514
1227615,27693.174454247084
1227616,50358.322368024215
1227617,62824.642829804594
1227618,39584.38833009934
1227620,46250.988079926414
1227644,59846.821669380464
1227645,8089.507625165104
1227646,47717.56675272033
1227647,36554.37625089554
1227654,12533.907458383153
1227662,9956.228827284722
1227681,33930.25625565101
1227684,36198.89753640612
1227687,40643.29736962417
1227688,61713.542871500074
1227697,45139.8881216219
1227698,47362.088038230926
1227707,63429.36304871901
1227709,46855.70829884084
1227711,63429.36304871901
1227725,68711.47172614439
1227727,19312.32685107988
1227738,15867.207333296697
1227739,15867.207333296697
1227743,9956.228827284722
1227757,37309.99749471064
1227766,23001.105440482832
1227767,41754.39732792869
1227769,59491.34295489105
1227774,41300.20850731827
1227777,40695.48828840385
1227783,55046.943121673
1227784,50189.008173754366
1227785,51300.108132058886
1227786,44581.31746345213
1227787,12178.428743893746
1227788,73405.11306378743
1227791,27693.174454247084
1227800,33853.39446468406
1299054,40602.64366371435
1388471,66133.79309504594
1418180,43185.342878807045
1418358,44296.442837111565
1425987,-590.7042427558117
1448270,55022.79351200082
1448710,58960.81360582878
1449103,59467.19334521887
1449143,31357.80343397785
1452887,2742.595632157725
1456353,4964.79554876675
1496612,32468.903392282362
1545673,44940.244438057
1559573,41606.944563143465
1560008,42718.04452144798
1560232,43579.90297532748
1560566,43829.14447975249
1560606,44940.244438057
1560610,44940.244438057
1560611,44940.244438057
1560612,44940.244438057
1560613,44940.244438057
1560684,44940.244438057
1560690,44940.244438057
4244561,63405.21343904683
4244671,31469.623076847507
4244700,34756.48158761495
4244739,51689.49363708729
4244741,51689.49363708729
4244743,51689.49363708729
4244746,51689.49363708729
4244852,13248.874996288425
4244853,13853.595215202848
4244856,13853.595215202848
4244863,6582.275246461351
4244866,3248.9753715478146
4245052,70578.19292826399
4245136,12137.775037983913
4245137,12137.775037983913
4245139,11382.153794168815
4245354,23691.92336871592
4245632,49467.293720478265
4245743,-10043.570422196499
4245793,42917.68820501288
4245794,42917.68820501288
4245944,70933.67164275341
4245947,64291.22150259851
4245953,71689.29288656851
4245959,70933.67164275341
4245979,60602.44291319557
4245980,62824.642829804594
4245983,65651.56296532803
4246198,37914.717713625054
4246204,42917.68820501288
4246214,31754.497703188074
4246219,31754.497703188074
4246246,32865.59766149259
4246247,32359.2179221025
4246248,30643.39774488357
4246251,32865.59766149259
4246253,29532.297786579045
4246254,34332.176334286516
4246298,35087.797578101614
4246299,27310.09786997002
4246326,27310.09786997002
4246333,30643.39774488357
4246342,35041.356213955514
4246386,37309.99749471064
4246393,36198.89753640612
4246418,39887.67612580907
4246423,40136.91763023408
4246428,40136.91763023408
4246429,38421.09745301514
4246448,38421.09745301514
4246451,39532.19741131966
4246468,52161.96658593838
4246478,52411.20809036339
4246479,52411.20809036339
4246498,44581.31746345213
4246525,42865.49728623319
4246562,39532.19741131966
4246566,40998.77608411359
4246630,41248.0175885386
4246635,41248.0175885386
4246648,44332.07595902712
4246651,44332.07595902712
4246701,41707.95596378259
4247000,24112.20539878735
4247074,14359.974954592937
4247192,61713.542871500074
4247367,29876.292988825084
4247453,-2772.25045345501
4247499,561.0494214585342
4247530,12645.727101252807
4247583,13001.205815742229
4247592,12645.727101252807
4247594,13001.205815742229
4247600,2132.0877550070436
4247616,15223.405732351253
4247617,15223.405732351253
4247644,13756.827059557327
4247654,13756.827059557327
4247655,13756.827059557327
4247659,-7216.650286673059
4247688,15979.026976166351
4247764,17445.605648960278
4247766,14867.927017861832
4247769,15979.026976166351
4247770,14867.927017861832
4247803,15979.026976166351
4247809,15979.026976166351
4247861,17090.126934470856
4247911,18201.226892775376
4247914,18201.226892775376
4247917,18201.226892775376
4247977,19917.04706999431
4247990,19312.32685107988
4247993,20778.905523873807
4248028,21028.147028298816
4248064,20423.4268093844
4248065,20423.4268093844
4248094,37309.99749471064
4248095,37309.99749471064
4248102,37309.99749471064
4248139,21534.526767688905
4248141,23001.105440482832
4248144,24361.44690321236
4248149,24361.44690321236
4248198,22599.185361847325
4248200,20423.4268093844
4248244,21534.526767688905
4248267,23250.34694490784
4248318,39532.19741131966
4248321,39532.19741131966
4248484,29271.572769910665
4248485,20738.25181796398
4248487,30382.672728215177
4248492,30987.392947129596
4248642,50602.54328845495
4248685,52318.36346567389
4248778,56111.60171583142
4248779,56111.60171583142
4248790,56513.52179446693
4248798,52824.743205063976
4248802,56513.52179446693
4248941,58735.72171107595
4248947,59491.34295489105
4249030,65402.321460903026
4249037,63935.742788109106
4249056,65651.56296532803
4249077,63935.742788109106
4249081,65000.40138226752
4249083,64291.22150259851
4249087,65000.40138226752
4249130,63935.742788109106
4249145,61713.542871500074
4249394,37380.60158285948
4249428,52800.593595391794
4249436,55627.51373091524
4249438,53865.252189550214
4249440,55627.51373091524
4249479,39200.881420833
4249481,37025.12286837007
4249484,37025.12286837007
4249552,37025.12286837007
4249594,57600.47214309926
4249604,57600.47214309926
4249611,56133.89347030534
4249659,59467.19334521887
4249673,57244.99342860984
4249696,42580.62265989263
4249769,61689.39326182789
4249780,60578.29330352339
4249782,60578.29330352339
4249793,60578.29330352339
4249882,63911.59317843692
4249885,65627.41335565585
4249890,58356.09338691436
4249891,62800.49322013241
4249899,62800.49322013241
4249903,62800.49322013241
4250001,51713.64324675947
4250015,63911.59317843692
4250037,51713.64324675947
4250045,64976.25177259534
4250167,53889.401799222396
4250168,53935.843163368496
4250169,53935.843163368496
4250171,53889.401799222396
4250172,54291.3218778579
4250177,55402.421836162415
4250179,55402.421836162415
4250183,55402.421836162415
4250190,53935.843163368496
4250191,55402.421836162415
4250193,53935.843163368496
4250194,54291.3218778579
4250266,47629.742712025094
4250269,45913.92253480617
4250284,48491.601165904605
4250287,45913.92253480617
4250385,63911.59317843692
4250387,63911.59317843692
4250388,67600.37176783987
4250394,67600.37176783987
4250395,65022.693136741436
4250396,65022.693136741436
4250413,63911.59317843692
4250414,63911.59317843692
4250416,66738.51331396037
4250417,63911.59317843692
4250528,57624.62175277144
4250530,58735.72171107595
4250531,59491.34295489105
4250544,57624.62175277144
4250545,60957.92162768498
4250712,63911.59317843692
4250715,58380.242996586545
4250717,56513.52179446693
4250719,57624.62175277144
4250727,57624.62175277144
4250728,65022.693136741436
4250730,58380.242996586545
4250733,57222.70167413594
4250734,57624.62175277144
4250738,56513.52179446693
4250742,57624.62175277144
4250757,57222.70167413594
4250759,64976.25177259534
4250760,65022.693136741436
4250918,66087.35173089986
4250921,66087.35173089986
4250922,66133.79309504594
4250923,66133.79309504594
4250929,67244.89305335046
4250933,68711.47172614439
4251078,68355.99301165497
4251079,71182.91314717842
4251096,69822.57168444889
4251097,66133.79309504594
4251101,68355.99301165497
4251241,49247.2224097197
4251246,51469.42232632873
4251552,68355.99301165497
4251557,73155.87155936242
4251558,71689.29288656851
4251562,69822.57168444889
4251563,72800.39284487301
4251564,68355.99301165497
4251565,73865.05143903143
4251568,68355.99301165497
4251570,71689.29288656851
4251579,66133.79309504594
4251585,67244.89305335046
4251586,73865.05143903143
4251592,72753.95148072693
4251594,72800.39284487301
4251597,72753.95148072693
4251604,72753.95148072693
4251606,73155.87155936242
4251665,69467.09296995949
4251677,69467.09296995949
4251678,71182.91314717842
4251757,68355.99301165497
4251762,72294.01310548293
4252084,73155.87155936242
4252095,70578.19292826399
4252099,70578.19292826399
4252214,72044.77160105792
4252219,70578.19292826399
4252238,72294.01310548293
4252241,70578.19292826399
4252269,71689.29288656851
4252422,73155.87155936242
4252428,73155.87155936242
4252436,73155.87155936242
4252437,73155.87155936242
4252460,73405.11306378743
4252463,71689.29288656851
4252501,73155.87155936242
4252503,71689.29288656851
4252507,72800.39284487301
4252522,74516.21302209195
4252523,72800.39284487301
4252525,72800.39284487301
4252587,54802.722201242264
4252591,54802.722201242264
4252665,25223.305357091856
4252749,72800.39284487301
4252750,72800.39284487301
4252760,72800.39284487301
4252761,74266.97151766694
4252766,72800.39284487301
4252767,72800.39284487301
4252836,72800.39284487301
4252841,74516.21302209195
4252847,72800.39284487301
4252848,74266.97151766694
4252863,74516.21302209195
4252870,36937.45283517259
4252873,36937.45283517259
4252929,24867.82664260245
4252932,24867.82664260245
4252955,12178.428743893746
4252983,57380.4008323407
4253063,24867.82664260245
4253065,33053.19598400312
4253068,24867.82664260245
4253080,75627.31298039647
4253125,75378.07147597146
4253133,75378.07147597146
4253137,73911.49280317753
4253160,73911.49280317753
4253307,42865.49728623319
4253312,42865.49728623319
4253336,58491.500790645216
4253346,42865.49728623319
4253347,42865.49728623319
4253391,75022.59276148204
4254187,37624.82250329022
4254189,31713.843997278247
4254192,34540.76413280169
